Age,Annual Income,Home Ownership,Employment Length (Years),Loan Purpose,Loan Grade,Loan Amount,Interest Rate (%),Loan to Income Ratio,Previous Default History,Credit History Length (Years),Debt to Income Ratio,Credit Utilization Ratio,Number of Open Credit Accounts,Number of Late Payments,"Loan Status (0=Approved, 1=Default)"
59,146177,OWN,5,PERSONAL,C,40205,15.75,0.28,Y,40,0.08,0.68,1,1,0
54,135464,MORTGAGE,21,HOMEIMPROVEMENT,B,6208,15.19,0.05,N,12,0.48,0.83,7,6,1
24,30807,MORTGAGE,4,PERSONAL,A,28066,19.49,0.91,N,3,0.08,0.95,4,0,1
24,49480,MORTGAGE,4,HOMEIMPROVEMENT,B,25846,20.92,0.52,N,2,0.45,0.64,7,9,1
34,41400,MORTGAGE,14,EDUCATION,D,7533,17.51,0.18,N,13,0.42,0.35,2,8,1
48,82912,MORTGAGE,16,HOMEIMPROVEMENT,A,38164,15.33,0.46,N,17,0.35,0.9,10,3,1
50,138580,MORTGAGE,23,MEDICAL,A,26654,7.51,0.19,Y,11,0.59,0.41,10,6,1
45,113826,MORTGAGE,4,VENTURE,A,18509,16.44,0.16,N,8,0.11,0.64,14,7,0
22,96533,RENT,1,PERSONAL,E,10104,17.27,0.1,N,1,0.47,0.44,14,1,1
34,134679,RENT,15,MEDICAL,B,18101,20.93,0.13,Y,5,0.14,0.7,6,2,0
50,105814,OWN,6,EDUCATION,B,43231,14.35,0.41,N,10,0.51,0.68,12,11,1
51,74816,OWN,17,VENTURE,E,46948,16.72,0.63,N,16,0.47,0.85,9,6,1
42,123537,OWN,17,HOMEIMPROVEMENT,B,39523,7.1,0.32,Y,23,0.07,0.72,12,9,1
27,148843,MORTGAGE,1,PERSONAL,C,19953,17.83,0.13,N,3,0.3,0.56,6,3,0
47,145479,MORTGAGE,23,VENTURE,A,25852,17.68,0.18,N,21,0.37,0.67,14,10,0
55,138343,RENT,2,PERSONAL,B,42869,18.93,0.31,N,32,0.09,0.91,11,5,0
37,58458,MORTGAGE,11,HOMEIMPROVEMENT,B,44369,20.34,0.76,Y,10,0.22,0.33,13,4,1
39,103369,MORTGAGE,2,HOMEIMPROVEMENT,A,6017,19.96,0.06,N,5,0.31,0.47,5,3,0
30,56713,MORTGAGE,3,EDUCATION,E,44169,13.11,0.78,N,11,0.3,0.35,6,8,1
32,32763,RENT,13,HOMEIMPROVEMENT,E,10177,9.91,0.31,N,12,0.5,0.19,5,2,0
61,101938,RENT,21,PERSONAL,C,27049,9.29,0.27,N,39,0.57,0.65,6,6,0
51,52314,MORTGAGE,11,HOMEIMPROVEMENT,E,48006,19.07,0.92,Y,31,0.38,0.61,5,8,1
50,137433,OWN,21,HOMEIMPROVEMENT,B,8108,20.41,0.06,N,6,0.12,0.92,1,7,1
32,78466,OWN,13,MEDICAL,C,10493,20.38,0.13,Y,7,0.13,0.89,5,8,1
48,122449,OWN,19,MEDICAL,C,32848,7.43,0.27,N,27,0.07,0.1,9,8,0
39,72057,OWN,19,EDUCATION,A,15873,12.78,0.22,Y,14,0.58,0.48,5,2,1
24,46571,RENT,1,MEDICAL,C,45674,17.6,0.98,N,5,0.21,0.65,3,4,1
33,133903,RENT,13,PERSONAL,A,14794,21.24,0.11,Y,11,0.53,0.79,4,11,1
49,98766,RENT,30,HOMEIMPROVEMENT,A,18754,20.89,0.19,N,5,0.26,0.53,8,11,0
47,29879,MORTGAGE,7,HOMEIMPROVEMENT,B,14980,21.38,0.5,N,22,0.23,0.35,4,3,0
36,86118,RENT,13,VENTURE,A,16531,16.47,0.19,Y,12,0.1,0.75,7,2,0
24,93124,OWN,0,PERSONAL,E,43723,17.83,0.47,N,5,0.32,0.9,4,11,1
23,24353,MORTGAGE,0,MEDICAL,C,22759,17.07,0.93,N,2,0.18,0.82,6,6,1
49,87952,RENT,29,VENTURE,A,7490,17.59,0.09,N,4,0.35,0.69,7,10,0
38,30828,RENT,4,HOMEIMPROVEMENT,E,12221,17.12,0.4,N,5,0.27,0.82,12,6,1
36,118385,RENT,6,VENTURE,C,17078,7.84,0.14,Y,13,0.57,0.22,9,9,1
51,149979,RENT,20,PERSONAL,B,33269,10.92,0.22,Y,8,0.27,0.71,12,2,0
48,96708,OWN,6,EDUCATION,B,4267,6.72,0.04,N,1,0.24,0.23,13,9,0
32,38268,MORTGAGE,7,PERSONAL,C,6399,16.58,0.17,N,8,0.1,0.46,4,5,0
56,32588,MORTGAGE,22,HOMEIMPROVEMENT,C,4374,9.75,0.13,N,10,0.09,0.24,10,9,0
64,115673,OWN,35,MEDICAL,C,48556,8.8,0.42,N,31,0.47,0.24,10,8,1
45,83308,OWN,15,HOMEIMPROVEMENT,B,23113,11.69,0.28,N,5,0.14,0.69,7,5,0
43,55765,MORTGAGE,14,VENTURE,B,31886,11.99,0.57,N,1,0.48,0.74,10,0,0
39,44618,RENT,19,EDUCATION,B,37258,6.18,0.84,N,1,0.58,0.47,4,7,1
39,128828,OWN,0,HOMEIMPROVEMENT,A,14411,8.04,0.11,Y,4,0.3,0.74,1,5,0
44,41191,OWN,2,HOMEIMPROVEMENT,A,18921,18.4,0.46,N,22,0.54,0.55,11,4,1
58,122398,RENT,0,HOMEIMPROVEMENT,C,23538,11.54,0.19,N,22,0.28,0.22,6,11,0
51,63988,OWN,14,PERSONAL,E,28213,14.14,0.44,Y,30,0.3,0.37,5,3,1
29,73051,OWN,4,HOMEIMPROVEMENT,B,18400,20.68,0.25,N,7,0.07,0.26,8,0,0
46,30395,MORTGAGE,17,MEDICAL,D,6588,14.24,0.22,N,17,0.58,0.23,6,5,0
21,97857,RENT,2,VENTURE,B,33407,6.54,0.34,Y,2,0.25,0.14,7,1,0
55,92216,MORTGAGE,14,EDUCATION,A,29757,12.77,0.32,Y,15,0.22,0.55,13,4,0
26,71663,OWN,4,HOMEIMPROVEMENT,C,27370,15.45,0.38,N,3,0.17,0.7,3,3,0
21,92613,RENT,2,PERSONAL,B,2971,19.02,0.03,N,1,0.14,0.86,7,6,1
60,138645,MORTGAGE,15,VENTURE,A,34407,10.39,0.25,Y,3,0.19,0.54,14,6,1
54,93297,RENT,12,EDUCATION,C,34768,11.08,0.37,N,11,0.26,0.35,7,8,0
51,23373,OWN,1,HOMEIMPROVEMENT,C,3082,11.38,0.13,N,26,0.23,0.82,10,1,0
22,80593,MORTGAGE,3,EDUCATION,D,34625,13.21,0.43,N,2,0.49,0.33,6,8,1
45,127585,OWN,8,EDUCATION,C,29251,16.62,0.23,Y,6,0.28,0.76,1,6,1
61,112789,MORTGAGE,4,MEDICAL,A,33854,19.41,0.3,N,23,0.3,0.45,6,8,0
43,125654,OWN,15,MEDICAL,B,7238,12.4,0.06,N,16,0.4,0.25,8,8,0
51,47915,MORTGAGE,20,VENTURE,B,39749,12.07,0.83,N,12,0.06,0.47,4,7,0
41,33654,OWN,11,MEDICAL,E,8899,11.52,0.26,N,6,0.35,0.18,2,5,0
50,70621,OWN,12,VENTURE,C,12197,20.12,0.17,N,16,0.48,0.31,11,7,1
45,138243,MORTGAGE,1,EDUCATION,C,34682,15.82,0.25,N,10,0.41,0.62,6,6,1
42,25109,MORTGAGE,20,VENTURE,A,17500,15.44,0.7,Y,8,0.22,0.49,8,4,1
29,62624,OWN,9,EDUCATION,B,38344,10.3,0.61,N,8,0.19,0.36,13,5,0
54,57117,OWN,22,MEDICAL,B,47260,7.58,0.83,N,4,0.11,0.73,1,7,0
42,112201,OWN,9,EDUCATION,A,44977,17.59,0.4,N,16,0.13,0.65,5,2,0
47,37970,MORTGAGE,10,PERSONAL,B,11939,18.49,0.31,N,27,0.1,0.95,6,3,0
63,71693,RENT,3,MEDICAL,A,42401,20.41,0.59,N,34,0.2,0.12,2,4,0
49,109987,MORTGAGE,25,EDUCATION,E,26714,18.43,0.24,Y,17,0.52,0.66,6,8,1
41,28507,MORTGAGE,20,MEDICAL,C,8835,14.94,0.31,N,20,0.51,0.8,7,10,0
41,50740,OWN,0,VENTURE,B,20984,6.58,0.41,N,14,0.29,0.69,2,5,0
40,70733,MORTGAGE,2,EDUCATION,A,19624,11.12,0.28,N,21,0.22,0.44,13,3,0
33,57489,RENT,11,VENTURE,E,42971,17.93,0.75,N,2,0.49,0.86,9,5,1
51,33666,MORTGAGE,16,MEDICAL,B,21955,10.07,0.65,N,22,0.1,0.79,13,10,0
24,37241,MORTGAGE,3,EDUCATION,D,9712,17.45,0.26,Y,5,0.55,0.54,7,5,1
39,42333,OWN,6,PERSONAL,A,35147,14.16,0.83,N,14,0.52,0.36,2,3,0
45,35762,RENT,6,EDUCATION,A,16898,6.29,0.47,Y,4,0.35,0.63,5,10,1
53,40405,MORTGAGE,13,PERSONAL,A,23354,20.34,0.58,N,31,0.55,0.8,7,4,1
37,57405,OWN,8,EDUCATION,C,12525,10.44,0.22,N,16,0.45,0.81,5,7,1
35,47230,MORTGAGE,13,EDUCATION,D,15715,7.07,0.33,N,7,0.27,0.67,10,2,0
61,24791,OWN,9,HOMEIMPROVEMENT,E,9851,11.91,0.4,N,23,0.55,0.94,10,2,1
32,27485,RENT,12,MEDICAL,A,12800,12.47,0.47,N,12,0.58,0.94,14,4,1
45,149132,OWN,2,HOMEIMPROVEMENT,C,19539,20.83,0.13,N,13,0.59,0.31,13,11,1
31,91776,RENT,5,EDUCATION,E,14753,7.2,0.16,Y,1,0.51,0.93,14,1,1
59,112476,OWN,9,MEDICAL,A,29341,8.0,0.26,Y,13,0.22,0.5,1,11,1
53,78390,RENT,12,HOMEIMPROVEMENT,B,3613,18.81,0.05,Y,14,0.58,0.12,10,11,1
30,35330,MORTGAGE,6,PERSONAL,B,11886,16.0,0.34,N,4,0.06,0.32,8,1,0
56,42076,MORTGAGE,16,PERSONAL,A,10776,6.65,0.26,N,20,0.19,0.71,2,3,0
28,94318,RENT,1,HOMEIMPROVEMENT,C,31707,6.29,0.34,Y,5,0.55,0.92,4,8,1
28,93391,OWN,2,EDUCATION,A,45097,11.0,0.48,N,9,0.37,0.32,12,3,0
51,103536,MORTGAGE,8,EDUCATION,A,13809,19.19,0.13,N,13,0.22,0.76,14,0,0
23,111737,MORTGAGE,1,VENTURE,A,5752,15.12,0.05,N,2,0.17,0.43,7,6,1
48,102666,MORTGAGE,14,VENTURE,A,5633,19.05,0.05,Y,29,0.24,0.53,14,2,0
26,145942,RENT,7,EDUCATION,A,17939,13.74,0.12,N,5,0.42,0.69,10,3,0
57,107710,MORTGAGE,27,PERSONAL,D,1797,14.1,0.02,Y,27,0.06,0.29,1,2,1
34,145626,OWN,4,PERSONAL,A,35269,7.62,0.24,Y,15,0.34,0.35,6,6,1
27,130584,OWN,6,EDUCATION,A,5050,16.71,0.04,Y,5,0.08,0.71,4,9,1
44,127832,MORTGAGE,18,HOMEIMPROVEMENT,A,28713,14.14,0.22,N,1,0.56,0.81,2,8,1
25,119981,RENT,2,MEDICAL,C,36862,20.75,0.31,N,2,0.39,0.15,6,9,0
30,70258,MORTGAGE,4,MEDICAL,C,49174,13.95,0.7,N,7,0.28,0.24,13,7,0
44,64140,MORTGAGE,21,VENTURE,D,13122,12.02,0.2,N,20,0.35,0.33,10,8,0
36,38984,OWN,14,EDUCATION,A,13861,19.18,0.36,N,17,0.16,0.5,10,1,0
52,140029,RENT,11,MEDICAL,A,44950,10.04,0.32,N,13,0.17,0.93,14,7,0
37,23484,RENT,3,VENTURE,C,19225,17.75,0.82,N,17,0.18,0.19,14,0,0
59,69112,OWN,4,HOMEIMPROVEMENT,C,24620,20.73,0.36,Y,16,0.26,0.59,9,4,0
21,115107,MORTGAGE,2,MEDICAL,A,41555,15.87,0.36,N,1,0.6,0.48,13,0,0
21,109460,RENT,0,HOMEIMPROVEMENT,D,10910,15.46,0.1,N,2,0.07,0.87,10,4,1
46,72975,RENT,18,HOMEIMPROVEMENT,B,26625,10.77,0.36,N,13,0.35,0.17,3,6,0
31,116738,RENT,3,HOMEIMPROVEMENT,E,26692,6.83,0.23,N,3,0.4,0.58,8,8,0
60,58699,MORTGAGE,21,PERSONAL,D,31615,15.34,0.54,N,26,0.32,0.16,1,8,1
59,139123,MORTGAGE,4,HOMEIMPROVEMENT,B,11816,9.82,0.08,N,3,0.31,0.35,2,3,0
22,52265,OWN,0,EDUCATION,A,47714,18.07,0.91,N,2,0.5,0.19,4,7,1
26,126532,MORTGAGE,3,VENTURE,B,10903,16.93,0.09,N,5,0.6,0.15,13,2,0
50,103463,OWN,21,MEDICAL,B,24896,17.3,0.24,N,17,0.41,0.17,4,4,0
23,55298,RENT,0,PERSONAL,B,24429,8.34,0.44,Y,1,0.12,0.51,4,8,1
47,36523,OWN,16,VENTURE,A,20552,12.89,0.56,N,28,0.27,0.16,11,0,0
45,147425,OWN,18,VENTURE,A,16816,13.61,0.11,N,15,0.52,0.56,7,9,0
39,128369,MORTGAGE,11,PERSONAL,B,21918,10.36,0.17,N,1,0.51,0.78,13,0,0
64,145320,RENT,17,VENTURE,B,38809,7.8,0.27,N,27,0.32,0.61,2,2,0
28,47167,RENT,3,PERSONAL,C,29991,18.51,0.64,N,3,0.21,0.66,9,5,0
50,113238,OWN,8,HOMEIMPROVEMENT,C,36523,21.27,0.32,N,13,0.08,0.37,13,3,0
21,46382,MORTGAGE,0,EDUCATION,E,23419,20.0,0.5,N,1,0.57,0.83,1,1,1
60,53063,MORTGAGE,29,MEDICAL,B,23340,17.33,0.44,N,13,0.34,0.86,3,11,1
30,42313,MORTGAGE,4,VENTURE,C,18611,18.87,0.44,N,8,0.45,0.55,14,2,1
29,21711,RENT,9,EDUCATION,A,7261,17.27,0.33,N,7,0.3,0.32,8,0,0
46,138623,OWN,11,EDUCATION,E,22575,9.79,0.16,Y,21,0.51,0.45,6,11,1
52,111658,OWN,9,EDUCATION,A,10160,12.25,0.09,N,25,0.59,0.22,5,1,0
32,102793,MORTGAGE,10,HOMEIMPROVEMENT,B,20622,12.64,0.2,N,3,0.44,0.31,5,0,0
37,114019,MORTGAGE,15,EDUCATION,C,23963,16.11,0.21,N,5,0.11,0.54,9,2,0
35,44945,RENT,15,EDUCATION,A,4743,14.69,0.11,Y,1,0.38,0.62,10,10,1
37,74645,RENT,0,VENTURE,D,13674,6.02,0.18,N,10,0.53,0.51,6,10,1
40,56182,OWN,5,PERSONAL,A,7457,15.05,0.13,N,4,0.55,0.47,8,9,1
28,27386,OWN,5,HOMEIMPROVEMENT,A,8635,18.03,0.32,N,2,0.54,0.8,13,4,0
31,110762,OWN,4,PERSONAL,A,25916,21.72,0.23,Y,1,0.4,0.6,9,4,0
52,20997,OWN,2,MEDICAL,B,12001,20.56,0.57,N,16,0.37,0.41,7,0,0
22,28983,OWN,1,MEDICAL,B,20995,15.05,0.72,N,1,0.38,0.25,14,4,1
52,136972,MORTGAGE,1,HOMEIMPROVEMENT,D,14598,7.53,0.11,Y,8,0.33,0.72,9,6,1
60,115072,MORTGAGE,3,PERSONAL,E,41186,6.12,0.36,N,37,0.3,0.38,9,6,0
49,67198,MORTGAGE,17,MEDICAL,E,47632,16.9,0.71,N,4,0.27,0.47,6,7,1
59,55774,RENT,14,MEDICAL,A,23391,11.16,0.42,Y,1,0.51,0.89,11,9,1
42,81396,RENT,5,EDUCATION,A,30402,15.56,0.37,N,12,0.4,0.52,10,0,0
39,93563,RENT,0,EDUCATION,A,26530,8.6,0.28,N,10,0.36,0.83,2,2,0
61,21082,MORTGAGE,12,PERSONAL,A,9167,17.71,0.43,N,17,0.11,0.43,8,0,0
24,39689,OWN,2,VENTURE,D,29506,17.63,0.74,N,3,0.13,0.83,9,11,1
29,83745,OWN,1,MEDICAL,C,2211,18.55,0.03,N,10,0.2,0.44,5,0,0
45,21609,MORTGAGE,13,EDUCATION,A,20945,7.35,0.97,Y,26,0.24,0.78,9,2,1
58,87759,RENT,9,HOMEIMPROVEMENT,D,43732,14.93,0.5,N,36,0.12,0.84,12,2,1
25,107073,MORTGAGE,6,EDUCATION,E,35370,16.13,0.33,N,3,0.54,0.45,3,1,1
23,77727,RENT,2,PERSONAL,D,25917,17.67,0.33,N,4,0.22,0.72,4,8,1
56,90385,OWN,7,MEDICAL,B,12055,13.37,0.13,N,21,0.42,0.31,2,2,0
35,130463,OWN,7,HOMEIMPROVEMENT,B,11450,6.14,0.09,Y,8,0.4,0.47,3,1,0
60,134934,OWN,30,EDUCATION,C,42886,18.01,0.32,Y,34,0.52,0.5,10,8,1
42,45059,OWN,16,VENTURE,A,41626,21.72,0.92,N,10,0.52,0.21,9,3,1
30,60042,MORTGAGE,1,VENTURE,A,18320,8.98,0.31,N,3,0.5,0.78,6,6,1
49,65380,RENT,9,HOMEIMPROVEMENT,A,22364,11.1,0.34,N,21,0.36,0.13,4,9,0
62,27750,OWN,12,HOMEIMPROVEMENT,A,18461,6.44,0.67,Y,32,0.22,0.89,2,1,1
60,62873,MORTGAGE,32,EDUCATION,D,48565,6.33,0.77,N,23,0.38,0.53,3,1,0
60,38489,OWN,27,VENTURE,C,30118,14.84,0.78,Y,3,0.55,0.56,4,2,1
54,39462,OWN,27,MEDICAL,B,32933,12.07,0.83,Y,14,0.15,0.91,10,1,1
64,41323,RENT,27,VENTURE,D,11619,6.02,0.28,N,21,0.56,0.65,3,3,0
50,29479,MORTGAGE,1,VENTURE,A,22304,21.35,0.76,N,19,0.52,0.83,5,10,1
56,47526,RENT,21,PERSONAL,C,34998,18.45,0.74,N,23,0.59,0.77,10,4,1
32,67224,RENT,9,EDUCATION,D,26553,6.81,0.39,N,11,0.28,0.11,3,4,0
37,81510,RENT,12,MEDICAL,A,16810,9.27,0.21,N,17,0.57,0.76,14,0,0
27,40785,RENT,7,MEDICAL,A,3121,15.35,0.08,N,1,0.37,0.88,1,8,1
55,42821,MORTGAGE,23,VENTURE,D,12530,19.94,0.29,N,3,0.27,0.29,3,0,0
48,89497,MORTGAGE,29,MEDICAL,B,42574,21.52,0.48,N,21,0.18,0.22,4,8,1
21,107440,OWN,1,VENTURE,B,44361,16.87,0.41,N,1,0.57,0.59,11,7,1
29,98004,RENT,8,VENTURE,A,16479,18.67,0.17,Y,7,0.09,0.51,5,10,1
22,29001,MORTGAGE,0,EDUCATION,E,1419,8.53,0.05,N,1,0.5,0.86,6,0,1
56,122797,RENT,9,VENTURE,A,18058,13.89,0.15,Y,17,0.55,0.33,13,10,1
22,74327,RENT,0,EDUCATION,B,32835,18.98,0.44,N,3,0.54,0.14,5,11,1
43,133606,OWN,6,HOMEIMPROVEMENT,C,29930,10.14,0.22,N,17,0.54,0.19,2,8,0
56,120639,MORTGAGE,33,PERSONAL,B,30759,6.37,0.25,N,10,0.53,0.36,12,0,0
46,26471,RENT,15,VENTURE,A,11693,20.63,0.44,N,26,0.11,0.23,5,11,1
46,108789,MORTGAGE,11,MEDICAL,B,3365,10.88,0.03,N,17,0.44,0.72,9,4,0
27,25122,RENT,6,MEDICAL,B,20181,17.99,0.8,N,4,0.11,0.48,3,2,0
27,147368,RENT,3,PERSONAL,B,12440,20.84,0.08,N,2,0.5,0.89,3,1,1
63,88056,OWN,9,PERSONAL,A,35196,17.73,0.4,Y,39,0.39,0.68,13,8,1
34,57792,MORTGAGE,15,MEDICAL,B,23301,14.31,0.4,N,5,0.59,0.82,2,11,1
55,74471,MORTGAGE,6,EDUCATION,E,45227,6.64,0.61,N,19,0.15,0.54,12,9,1
26,135313,MORTGAGE,2,PERSONAL,B,29810,8.04,0.22,N,5,0.06,0.16,5,9,0
51,135472,MORTGAGE,8,EDUCATION,D,13012,6.42,0.1,N,13,0.17,0.12,3,6,0
25,39521,MORTGAGE,2,HOMEIMPROVEMENT,C,18219,17.43,0.46,N,2,0.49,0.39,2,9,1
28,66172,MORTGAGE,7,PERSONAL,C,43043,19.23,0.65,N,1,0.24,0.36,4,4,0
49,115049,OWN,22,EDUCATION,C,33294,14.36,0.29,N,20,0.59,0.19,4,11,0
40,140506,RENT,13,EDUCATION,A,5994,13.88,0.04,N,8,0.47,0.93,3,1,0
54,52500,RENT,21,HOMEIMPROVEMENT,A,20230,15.86,0.39,N,19,0.24,0.61,12,5,0
25,140294,MORTGAGE,2,EDUCATION,C,28897,7.8,0.21,N,3,0.49,0.88,13,0,0
49,21333,MORTGAGE,21,VENTURE,A,18584,20.96,0.87,Y,6,0.59,0.47,11,8,1
57,128162,MORTGAGE,8,VENTURE,D,5136,10.47,0.04,N,2,0.44,0.12,9,11,1
33,38640,MORTGAGE,14,PERSONAL,A,37136,6.1,0.96,N,1,0.5,0.14,8,1,0
58,78855,RENT,33,PERSONAL,B,1018,15.87,0.01,N,5,0.26,0.75,14,3,0
25,57305,RENT,4,EDUCATION,C,22352,20.76,0.39,Y,2,0.37,0.14,5,0,0
32,69485,RENT,7,PERSONAL,E,12025,18.83,0.17,N,2,0.45,0.19,10,8,1
50,54929,RENT,11,HOMEIMPROVEMENT,B,26628,19.06,0.48,Y,25,0.19,0.18,2,2,1
48,95010,OWN,5,VENTURE,A,33599,20.52,0.35,Y,27,0.05,0.89,1,8,1
50,103729,OWN,25,HOMEIMPROVEMENT,A,44967,19.76,0.43,N,8,0.15,0.21,8,4,0
27,53365,MORTGAGE,6,PERSONAL,B,3336,14.37,0.06,N,5,0.18,0.44,11,8,0
30,123752,OWN,10,PERSONAL,C,32262,11.89,0.26,Y,9,0.39,0.84,10,8,1
56,122489,OWN,30,VENTURE,A,12465,13.75,0.1,N,22,0.2,0.26,13,4,0
39,78067,MORTGAGE,0,VENTURE,B,46587,9.88,0.6,Y,15,0.44,0.75,6,4,1
58,104106,RENT,2,HOMEIMPROVEMENT,E,35318,6.79,0.34,N,1,0.38,0.75,10,6,0
47,30712,RENT,23,VENTURE,B,29584,6.77,0.96,N,22,0.45,0.91,13,6,1
22,72999,OWN,2,HOMEIMPROVEMENT,D,37343,13.43,0.51,Y,3,0.4,0.64,3,9,1
23,101931,OWN,2,PERSONAL,B,3537,20.23,0.03,N,2,0.38,0.68,12,5,0
51,67638,MORTGAGE,9,MEDICAL,E,3719,11.36,0.05,N,30,0.55,0.1,2,11,1
30,29569,RENT,9,EDUCATION,B,11141,20.55,0.38,Y,3,0.51,0.36,13,5,1
22,122652,RENT,1,PERSONAL,C,18776,20.08,0.15,N,1,0.54,0.71,11,9,1
56,113809,OWN,36,HOMEIMPROVEMENT,B,26934,7.02,0.24,N,34,0.33,0.77,10,8,0
58,44400,OWN,18,HOMEIMPROVEMENT,B,7846,17.9,0.18,N,31,0.37,0.31,3,8,0
55,57310,MORTGAGE,3,HOMEIMPROVEMENT,A,19147,14.95,0.33,N,13,0.52,0.68,7,7,0
64,37633,MORTGAGE,32,EDUCATION,C,18014,14.57,0.48,N,22,0.06,0.65,12,6,0
40,83087,MORTGAGE,1,MEDICAL,A,45654,13.74,0.55,Y,19,0.32,0.39,7,1,1
37,54016,RENT,14,PERSONAL,A,46558,14.51,0.86,N,8,0.18,0.56,6,5,0
36,149133,OWN,2,EDUCATION,B,23068,19.32,0.15,N,4,0.23,0.17,13,1,0
24,52486,RENT,4,PERSONAL,E,20338,8.49,0.39,N,2,0.07,0.93,8,5,0
28,104665,OWN,1,PERSONAL,C,34307,7.24,0.33,N,9,0.19,0.49,1,8,0
24,64066,OWN,2,PERSONAL,D,21213,10.91,0.33,N,3,0.58,0.29,7,11,1
59,29623,RENT,8,HOMEIMPROVEMENT,A,22947,17.77,0.77,N,26,0.36,0.71,4,9,1
32,81001,MORTGAGE,7,EDUCATION,C,34243,18.12,0.42,N,5,0.4,0.78,14,7,1
23,103807,OWN,2,HOMEIMPROVEMENT,B,34434,16.68,0.33,N,2,0.38,0.29,5,4,0
46,127051,MORTGAGE,0,PERSONAL,B,16116,15.89,0.13,Y,2,0.42,0.53,4,7,1
45,106840,MORTGAGE,18,VENTURE,B,43274,14.29,0.41,N,5,0.37,0.33,9,5,0
22,22869,RENT,2,PERSONAL,A,18340,9.59,0.8,N,1,0.06,0.52,4,7,0
50,135828,RENT,10,PERSONAL,C,39498,20.45,0.29,Y,10,0.52,0.53,12,4,1
44,26907,OWN,18,PERSONAL,A,26009,14.5,0.97,N,14,0.18,0.62,12,6,0
37,53576,OWN,18,EDUCATION,A,33247,18.89,0.62,N,1,0.27,0.77,11,10,1
23,129407,RENT,1,VENTURE,A,42127,11.6,0.33,N,2,0.08,0.28,10,0,0
29,84910,MORTGAGE,3,HOMEIMPROVEMENT,D,15919,20.97,0.19,N,3,0.45,0.19,10,7,1
35,65270,RENT,13,PERSONAL,B,23742,12.69,0.36,N,6,0.38,0.94,8,1,0
25,124222,OWN,4,VENTURE,B,6454,18.09,0.05,N,3,0.44,0.73,11,5,0
40,123064,OWN,17,EDUCATION,C,31346,7.53,0.25,N,20,0.47,0.32,8,10,0
28,87894,RENT,7,HOMEIMPROVEMENT,A,29706,17.89,0.34,Y,8,0.43,0.47,11,4,1
27,78739,OWN,2,HOMEIMPROVEMENT,C,13089,14.94,0.17,N,8,0.31,0.73,10,7,0
45,132863,MORTGAGE,7,HOMEIMPROVEMENT,C,35700,20.24,0.27,Y,17,0.15,0.58,9,11,1
57,111563,RENT,0,EDUCATION,B,36081,21.14,0.32,N,8,0.21,0.17,12,8,1
35,91474,OWN,5,MEDICAL,A,45122,16.96,0.49,N,2,0.16,0.56,2,3,0
45,101731,MORTGAGE,9,MEDICAL,C,12154,16.96,0.12,N,19,0.16,0.33,1,11,0
51,43659,OWN,23,MEDICAL,D,17560,13.1,0.4,Y,17,0.1,0.37,9,3,1
48,57193,OWN,21,HOMEIMPROVEMENT,B,4830,12.23,0.08,N,11,0.19,0.67,10,7,0
53,36128,MORTGAGE,5,HOMEIMPROVEMENT,E,23778,21.36,0.66,N,26,0.31,0.37,13,11,1
63,23454,OWN,12,HOMEIMPROVEMENT,D,4255,19.4,0.18,N,38,0.41,0.47,2,7,1
22,112905,OWN,0,MEDICAL,E,23614,9.88,0.21,N,3,0.26,0.22,2,3,0
40,41637,MORTGAGE,20,EDUCATION,E,23369,8.33,0.56,N,9,0.16,0.47,8,0,0
51,118331,RENT,7,VENTURE,D,12164,10.3,0.1,Y,24,0.52,0.25,12,1,1
61,147750,RENT,31,MEDICAL,D,47062,18.05,0.32,N,37,0.19,0.58,3,8,1
39,113926,RENT,2,EDUCATION,E,37000,6.03,0.32,N,6,0.3,0.39,4,5,0
25,43618,OWN,0,MEDICAL,B,16409,17.28,0.38,N,3,0.29,0.2,2,1,0
58,23436,OWN,7,VENTURE,A,20738,12.95,0.88,N,21,0.33,0.59,1,4,0
32,69646,RENT,12,MEDICAL,A,30809,16.04,0.44,Y,7,0.48,0.94,5,9,1
28,66815,MORTGAGE,9,PERSONAL,D,13502,18.24,0.2,Y,9,0.3,0.41,4,9,1
60,149044,MORTGAGE,14,EDUCATION,C,28490,18.42,0.19,Y,36,0.55,0.25,12,1,1
30,99369,RENT,5,EDUCATION,B,9154,21.74,0.09,N,3,0.34,0.21,1,6,0
64,136220,RENT,5,PERSONAL,B,2996,20.36,0.02,N,22,0.11,0.82,6,4,0
53,115668,MORTGAGE,28,EDUCATION,D,46472,20.67,0.4,N,19,0.27,0.65,10,7,1
24,104766,OWN,2,VENTURE,C,27008,16.85,0.26,Y,5,0.09,0.69,4,8,1
24,62623,OWN,4,MEDICAL,A,27411,6.5,0.44,N,5,0.43,0.61,3,9,1
35,148938,RENT,11,VENTURE,E,35413,15.87,0.24,N,8,0.13,0.67,10,3,0
32,71474,RENT,4,MEDICAL,D,5090,21.39,0.07,Y,1,0.57,0.48,12,7,1
30,37443,MORTGAGE,10,EDUCATION,A,2922,6.63,0.08,N,6,0.11,0.15,12,10,0
36,113045,MORTGAGE,10,VENTURE,C,12003,7.18,0.11,Y,3,0.43,0.16,9,0,1
26,40684,RENT,5,HOMEIMPROVEMENT,A,33542,7.27,0.82,N,7,0.08,0.48,10,4,0
